"Identifier" "Activity" "Feature_Average" "Feature_Standard_Deviation" "body_acc_x_Average" "body_acc_x_Standard_Deviation" "body_acc_y_Average" "body_acc_y_Standard_Deviation" "body_acc_z_Average" "body_acc_z_Standard_Deviation" "body_gyro_x_Average" "body_gyro_x_Standard_Deviation" "body_gyro_y_Average" "body_gyro_y_Standard_Deviation" "body_gyro_z_Average" "body_gyro_z_Standard_Deviation" "total_acc_x_Average" "total_acc_x_Standard_Deviation" "total_acc_y_Average" "total_acc_y_Standard_Deviation" "total_acc_z_Average" "total_acc_z_Standard_Deviation"
2 5 -0.636454993012462 0.536059426538189 6.91830141262442e-05 0.00555398629324167 -0.000672778292970197 0.00902714663922681 0.000792520785668692 0.0120642036221216 0.00393201028634795 0.0252118750798988 -0.0034766182422254 0.0238727618319271 0.000664936673678241 0.0192087405353638 0.970098432566551 0.00469182515035936 -0.352213310112847 0.0075230827390029 0.122773797442708 0.00848131413342389
2 6 -0.639973837827844 0.543318302012276 0.000782620459907878 0.0098467393932228 -0.000535310148371875 0.00510277494154364 0.00035083131030599 0.00586136617818346 0.00948662885829163 0.0119088920333111 -0.0169135999761123 0.0155671989615223 0.0259136753102604 0.0214119134308631 -0.0240110246144531 0.0057837440970888 0.769108206608073 0.00411191445115856 0.630486895328776 0.00497193177537168
3 1 -0.386865862874514 0.47042947054323 -0.000413872830590652 0.209240438011909 -2.02621447764008e-05 0.160619943966853 -0.00144266983757813 0.113191908681054 0.00209813659221444 0.374518140311476 -0.00161440306505657 0.33593479222256 -0.00220595817404903 0.255575367320821 0.997605530253233 0.208855638345089 -0.243620709883459 0.160044261487548 -0.142689099779429 0.111990607320487
3 2 -0.424274671811149 0.483280166456723 -0.0034530665892214 0.224586664007498 -0.00801077242356991 0.174549769913918 -0.000580482469830508 0.116367360336316 0.103003805232336 0.475384049890987 -0.0293182022684719 0.321428565807872 -0.02866763644067 0.248006907273706 0.95710298628178 0.223791894945592 -0.372323638454714 0.171696008995111 -0.166233946183615 0.112637361322145
3 3 -0.350536138554404 0.471565414517055 0.00305982842274872 0.307668643333323 -0.0011629786873023 0.166900276896801 -0.00258729414628584 0.117718719997164 -0.107155483487921 0.644656735321296 0.0272718476380166 0.34898905646207 0.0165944493262564 0.272226309778443 1.00288336409598 0.306916938375243 -0.211648083832015 0.165618896885268 -0.108696300631404 0.113682250594221
3 4 -0.622780836987975 0.535481364875035 -0.00419954746515084 0.0108374794691943 0.0071518143813936 0.0262275146747725 0.00328679500347386 0.0254857388640847 -0.0112021383501723 0.0317985432119848 -0.000407067605547776 0.0442258869068616 0.00339847371174669 0.0378227915221471 0.968779063626803 0.00938033784252548 0.152350318292488 0.0182465814187383 0.134381290148437 0.01857692866117
3 5 -0.626824657789309 0.523981202663951 0.000509173695485272 0.0122240271263694 0.00146889766758248 0.0199355988291742 0.00220862876287923 0.0189560668725099 0.00310670472657787 0.0883771289893086 0.00714678968143955 0.057290164184632 -0.00876620069872387 0.0446256040225644 0.99748475908043 0.0113600586587806 -0.281830209503074 0.0173010525390164 0.0210195001860451 0.0133558914311219
3 6 -0.641445804875381 0.53124691328834 -0.000424302075489919 0.00701450518248103 -0.000953314750890121 0.00821526860829795 0.00231474892565257 0.00955562439676781 0.00707281137663609 0.0238646286818087 0.00112362553571447 0.0194092939919658 0.0228672015564589 0.0198629384223414 0.164311857283266 0.00629753215935452 0.853079137071573 0.00692185637651388 0.477050918220766 0.00827128234334369
4 1 -0.43055661483918 0.485536384535955 0.000207368155971354 0.183094461715684 0.00120543976572526 0.159097393646937 -0.00102254446784505 0.0774329765857893 -0.00425263819567708 0.436304469595107 0.000744455540416667 0.258157629819505 -0.00255156665798958 0.165557090664548 1.01767012106771 0.182891567054605 -0.0664847311506146 0.158497239559965 0.11900994170319 0.0763835890691704
4 2 -0.415260374462441 0.482342658990012 -0.00138054912814002 0.259738018657437 -0.00778496399770733 0.161170726140763 -0.00195291145792818 0.115938777844976 0.0691595651582091 0.476784496942272 -0.0052408352585637 0.345586194162997 -0.000866329750922476 0.311686921524456 1.00353952916166 0.258730544473538 -0.222379972014313 0.158525222228117 0.0752361516597686 0.111814167246818
4 3 -0.363790441016887 0.485503779291866 0.000492442967631945 0.329958141194942 0.00384790223680556 0.135220244133688 0.000505458824418403 0.0966875520268981 -0.0775202392881701 0.550094617120377 0.00177744337545139 0.232084546764709 -0.0119804035823299 0.245027392765201 1.00645038331597 0.329112731427594 -0.0401034840629549 0.133360766413826 0.141126709542694 0.0951198784989858
4 4 -0.627074988752137 0.530636923654938 -0.00124420927322266 0.00781594562106075 0.00523206258104813 0.0204865807505306 0.000803732618706563 0.0152183364955828 -0.0224510501899384 0.0277083407852219 -0.00681333953868094 0.0338044839281327 0.00655809741564375 0.0370681579341728 0.94924790875 0.00618203882867003 0.23464342302567 0.0141956565373136 0.10349738955 0.0116428210405499
4 5 -0.618583772157932 0.530351097607765 0.000602576299563616 0.00891715495301658 0.00401202160235073 0.0253768567076598 0.00401368576647573 0.0215706226188622 -0.00306316049434152 0.080343278364273 0.00565024138079074 0.0408786066128404 -0.00476632015512165 0.0457726925076486 1.01254772522321 0.00655793475705235 -0.0537375759124581 0.0167422906366435 0.162499902231585 0.0148038141996081
4 6 -0.630875080725603 0.538918856382756 -0.00288854068113092 0.016301167906698 0.00111981931737066 0.0116905445540906 -0.000786379090290509 0.00973972723719199 0.0190214931005991 0.0251214912678451 -0.0084309319287338 0.0317826221694184 0.0369065337980098 0.020556240524842 0.0353230278877633 0.00716388228582846 0.933186772265625 0.00898748158224059 0.329320376856192 0.00842137146289777
5 1 -0.378535121986988 0.471349048704243 5.49378844977676e-05 0.230767906881349 -7.70382653041294e-05 0.185674260562418 0.000186927531498326 0.10067355651463 -0.0218822389265346 0.445046647545727 0.00240460003061942 0.381231375757818 -0.00211967320304129 0.332076740416909 1.02361758344029 0.230449981783372 -0.0823350773042439 0.184960360849111 -0.00290405617793527 0.0993089207683185
5 2 -0.356353464901252 0.471016513212762 -0.00187869311153923 0.311465544250243 -0.00807163455256981 0.204170694227251 0.000276225530490359 0.127304258375926 0.0693004434081749 0.486440689658547 -0.0193492855700133 0.430435901725321 -0.0194246224910971 0.357859979490017 0.996363551230053 0.310796968035221 -0.255623305961074 0.201296762664771 -0.028050900172624 0.122936859300435
5 3 -0.296901580091929 0.479605858322798 0.00329073173105053 0.415684561073082 0.00453025937907247 0.188068384822887 0.00263866356910572 0.124255581128416 -0.0418930660643118 0.471371736989542 0.00160677536985372 0.454328972835928 -0.00251249345378989 0.376057277704631 1.01555522849069 0.414897792128317 -0.0380953557705402 0.186450214865952 0.0184175191433178 0.121754863810194
5 4 -0.627014833570021 0.531734627480468 -0.000799927948313565 0.00760960277535887 0.00379606698153494 0.0180759774580501 -7.68573316132813e-05 0.0163168287488637 -0.0150170975953089 0.0311099815182064 -0.00415780967778871 0.0402379281591003 -0.00174351690017862 0.0309354380003696 0.957774516335227 0.00703599785068387 0.19008484661021 0.0116326136954717 0.134935048800579 0.0138186234502949
5 5 -0.618821537531601 0.526482578726867 0.0010239383253571 0.0116231932223628 0.00531539694492441 0.024037118240809 0.00202714877355748 0.026525710060173 -0.00474039744339171 0.0797274011075646 0.0105432355825085 0.0527357318714246 -0.00762946506118192 0.0469945603352777 1.01579150722656 0.00942574004018893 -0.0152903085198521 0.017535927047142 0.13274609976423 0.0193816562906353
5 6 -0.631793505517319 0.544391929156741 0.000156324978158323 0.0124865593790527 -0.000611612398061599 0.00697879090865075 0.000122237646045373 0.00867955199228754 0.0059626190485652 0.0195515587886843 -0.00249746454457151 0.019290855822536 0.0325576263695337 0.0212776860063386 -0.00604921518210246 0.00593672818679426 0.971130498046875 0.00572390626202134 0.253687903320312 0.00701954233007637
6 1 -0.337513362522582 0.462995436937977 0.00125361086125 0.229975084719683 0.000127318237214912 0.200615970686676 -0.000659203091705044 0.0921667689559645 0.00223314137040214 0.48410806808272 -4.82396223917217e-05 0.513604389795093 -0.00108519217804276 0.300875593158522 1.01452100722314 0.229696723480138 -0.196241246037771 0.199902269141489 0.0264318847108882 0.0908701410740415
6 2 -0.330642340129316 0.464916100757488 -0.0019261144401348 0.31003232073523 -0.0052998792535386 0.204897345913136 -0.00455037321912377 0.11928702862402 -0.0506039534477022 0.592129352309138 0.0101320629135386 0.525777925989033 -0.00881170021187194 0.397346952033257 0.979916172717525 0.309444930548065 -0.327547300657816 0.202989587985425 -0.0282167908499571 0.116590341685965
6 3 -0.198922424840441 0.478007541818861 -0.000109326533723959 0.450980540849663 -0.00125814180607747 0.234090249902881 0.000362807785319011 0.125278349547586 -0.0705534005924528 0.699822020080527 0.0181325248358073 0.622669658281746 0.00029585718042806 0.440837872141772 0.992269862272135 0.450162374033069 -0.196979003445431 0.233010648771825 -0.00818824529071615 0.123796777845772
6 4 -0.625412957710496 0.528560255624084 -0.000164303442534574 0.00786305550790667 0.00133593051146449 0.0147709320784024 -0.000601249092201847 0.0163703558210735 -0.00986933461181477 0.038823424022311 -0.0070292750622625 0.0447805245263672 -0.000397531556147728 0.0313986152203685 0.995865136292614 0.00737927303276637 0.0875683546110511 0.0122203073669606 0.0621952512698182 0.0138482892365127
6 5 -0.629253160586122 0.524918864445532 0.000570943425822643 0.00734541220500848 -0.000516896070582538 0.0151448681070083 -0.00127682976054825 0.0163891893324104 -0.000595121130686678 0.0473628974468419 0.00693360656300164 0.0460386202366227 -0.0042459084296546 0.0274762152480981 1.00469519339364 0.00658024402761023 -0.212422030978618 0.0130753228971912 0.00687761351623903 0.0135913004002548
6 6 -0.619421431071453 0.533051183737078 -0.00595969921535033 0.0228461115012518 0.0036113954618687 0.0146064748680222 -0.00819638475029276 0.0164748407146287 0.0203323996502719 0.0405558583990869 -0.0148446252517996 0.0451595286368331 0.0410587608178561 0.0316598276058993 -0.00738397814703673 0.0111399024286477 0.97705482709704 0.0107560994396621 0.159108685249959 0.0128977635733617
7 1 -0.306764482858546 0.458658161670587 -0.000408617679499726 0.219999100901014 -0.000794905071299342 0.159364722852434 -0.000860403936493969 0.211570520952721 0.0309025443534814 0.434217264029174 -0.00423138748870614 0.590618426863777 -0.00983538524273602 0.294641921199683 0.994824180523575 0.219748472171841 -0.141635712329906 0.15888473332657 -0.16445306385065 0.211001516110012
7 2 -0.427408293255387 0.478967138009984 -0.00594931173813572 0.230516288624625 -0.0054684374507935 0.116845502183625 -0.0117145493605545 0.156666954245522 -0.114586175367947 0.55566034566766 0.0324478559844669 0.328889310039106 0.0234060600657062 0.317415475316865 0.908788687760417 0.229819918067394 -0.228059991820695 0.113980154191064 -0.413866327372871 0.15504271643649
7 3 -0.317129508211319 0.473530402086289 0.000562871270169548 0.347791404948708 0.000264835219983378 0.148958247294569 0.00375575008317819 0.171418041958973 -0.0801716179116689 0.517439847353067 0.0111166523174518 0.543517834239299 0.0135264277679521 0.292202582188495 0.994421674534575 0.347286392651696 -0.111387487697103 0.147770212468632 -0.154027646153391 0.170096885820054
7 4 -0.628833138374792 0.536419278331034 0.00146294111619303 0.0102987086563943 0.00132553769937874 0.0172014008886504 -0.00467661627993853 0.0288266126158852 -0.0226516064794125 0.0523180941739456 0.0183881838722669 0.0447848945546609 -0.0267258621508739 0.0326866536068822 1.02256651668294 0.00514729381316917 0.0254619467905697 0.0111180581628882 0.0536402905907324 0.0149817367242344
7 5 -0.63369010626409 0.528953245701607 0.00106085732987235 0.00814161540249061 0.00134491413118956 0.0148189709250821 0.00281774091612795 0.0179408593307742 -0.0015298408928352 0.0493776084932712 -0.00139703185049587 0.0405572420590622 -0.000543630772416126 0.0256127176011651 1.01479589097877 0.00730568130810338 -0.0980582463298939 0.0115680303191015 -0.0534716677109375 0.0131543191084592
7 6 -0.628303269447471 0.542283798100629 -0.00564642044646875 0.0220454898596224 -0.00173246452809381 0.0143300991701915 0.00229474419698528 0.0114821586452753 0.0256274303984285 0.0364207427602946 -0.0267583634335763 0.044059491488985 0.0307986239309543 0.0238385581945355 -0.0255320237756331 0.0120687595544646 0.409271407271635 0.00941962925073376 0.88862998608774 0.00833340420418357
8 1 -0.299755499867352 0.46042789591661 -0.000595461750553385 0.269916346236376 -0.000799741181819661 0.237612262257734 0.000348690187060547 0.157310138937421 0.0527882514470052 0.699033181307916 -0.00968562202003581 0.605240584484052 -0.0156530862346419 0.449860928634245 0.981214367073568 0.269536460827684 -0.199572612560449 0.236248073603485 -0.188225723926318 0.156496072031789
8 2 -0.293377815632218 0.464582765249912 -0.0038528055909032 0.270531569571221 -0.00582385522955793 0.232143435967737 -0.00225109782014101 0.204656866238561 0.227287981474272 0.552547101974589 -0.0586336703780272 0.71646959048271 -0.0702777340204078 0.649821108899145 0.940320875685976 0.269421193506077 -0.278742426824657 0.229895073125096 -0.196760307553296 0.19958833977938
8 3 -0.19351985419359 0.458724749672543 0.00121759228741365 0.334164265482115 -0.00208111627527755 0.231299115431461 0.000234377669880756 0.206910181504211 -0.0964463194692434 0.647462942320581 0.0109547679856086 0.786140217054997 0.0123089008618627 0.423655864256109 0.983336573478618 0.333657367516071 -0.171399217619398 0.229791711753894 -0.144658027215687 0.205269417482497
8 4 -0.637726458982249 0.537875923565333 -0.00207817826619327 0.00823304886680775 0.00546156779540133 0.0141474262956863 0.00127068462363179 0.0138965304101978 -0.027913265940465 0.0151754483469801 -0.0095579078672051 0.0238278258615701 -0.00651842875019922 0.0217426277584681 0.922353804177989 0.00476406787683931 0.263309609931216 0.00520287859212005 0.255082516358696 0.00745615611604289
8 5 -0.639463722621354 0.537725697835807 0.00042148084476985 0.00505248957993052 0.00122046164581944 0.0122431129729479 0.000724318448216435 0.0163221311615218 0.00588661223171149 0.0252190590850765 0.0209166400575839 0.0254198340990917 -0.0100219610779554 0.0147242754852682 1.01340774973958 0.00422151668503326 -0.0710702226331062 0.00710642690218759 -0.101047379588397 0.00830723836905492
8 6 -0.627089533537997 0.54552114969283 -0.00336354284419097 0.0199246533838069 -0.00214526768567824 0.0128560961483287 0.00200261437051244 0.0151664628665575 0.0340638952483782 0.031999482261736 -0.00668121104158738 0.0387257895853346 0.0229507386982675 0.0178854000827814 0.045268529077309 0.0114199106383991 0.60508905666956 0.00733708050701592 0.703874286284722 0.00951830182991048
9 1 -0.37164660578822 0.467267674726799 0.000191052807671274 0.248879600089854 -0.000498834800628005 0.138107501057833 -0.000830103153215144 0.17243890494802 -0.0548277159004477 0.457859703054282 0.00531838462992788 0.409990209807544 0.0111961964570613 0.357747555082312 1.00907346835937 0.248637590816133 -0.0138377601220132 0.137630836109565 -0.120209197610159 0.1718414188799
9 2 -0.427075431896002 0.480856175330876 -0.00311991539501594 0.20888705793655 -0.0012441211607111 0.120937528896652 -0.0055865080603699 0.137286091796526 -0.140564908848342 0.572969047373923 0.0149356898656633 0.460663684104356 0.0262729609744898 0.419486313343282 0.970954030086097 0.208381255281051 -0.0209356355106505 0.115646948818212 -0.272525371071014 0.134723679749271
9 3 -0.313140747277053 0.475828264325837 0.00378110410452046 0.395653057615121 -0.00171058052881324 0.136977676033439 0.00570820403456101 0.181475415978046 -0.0659685908307481 0.527292948206528 0.00139038171233259 0.5066665380224 0.0134864333058743 0.350967981113231 1.00315201588542 0.394993234600831 -0.0188410095923735 0.135117656288824 -0.0806710528291853 0.178523540136741
9 4 -0.627530823653232 0.524475751851574 -0.00602765974368063 0.015315395849173 -0.00518146462093375 0.023063133408559 0.0108778374877441 0.0332382062471854 -0.0151133804289714 0.0373845303278959 0.0148596908945359 0.0638739105953295 -0.00245233219708 0.0360006920036133 0.977718629640625 0.0132631170461758 -0.0284994424448344 0.0185187432250454 0.0891435352947469 0.0253085849336675
9 5 -0.633713631013694 0.526030674232032 0.000975646581522674 0.00930032160819328 -0.00152493773739809 0.0122164070554983 0.00430529134118212 0.0175395286203155 -0.00155553747638264 0.0696300479663095 0.00610836861149861 0.0433133382687995 0.00571301487133819 0.0312977150966811 1.01654576128472 0.00899144289606927 0.00615995559012153 0.0109850914904978 0.007770512609375 0.012829019259011
9 6 -0.628414047268328 0.530063039309266 -0.00378781091017634 0.0201547253092997 -0.00177739953727687 0.0160332538453771 0.000250370930332188 0.0136889525517444 0.0144830705982678 0.0519910557214932 -0.0381799026011172 0.0581858861232362 0.00661327766128875 0.0207878737752202 -0.07843890639135 0.0144532524187876 -0.102725756754688 0.0141117347857671 0.936051265671875 0.0117016574926478
10 1 -0.327086776127028 0.459226854544395 0.000205733081942806 0.268258044354336 6.07405887662148e-05 0.168678137647544 -0.000247713736612618 0.111711296653106 0.0395670549963738 0.511813233886342 -0.00343797976463738 0.575495628044352 0.00546013859215802 0.401886467874531 1.01702665511498 0.267994336413255 -0.0656056597570165 0.168328831964327 0.0482065693653921 0.110000860448035
10 2 -0.345652600356602 0.463053071179259 -0.00215434956525931 0.273819666354605 0.00144380708187832 0.171614751139922 -0.00326137924653258 0.169577546890159 0.104186436201142 0.603832149257101 -0.00953582886803856 0.799046330500612 0.000723025549767287 0.331200962987762 0.992579551496011 0.27296594463006 -0.0369962858370645 0.170247536095494 0.0135738852197909 0.163228962460019
10 3 -0.263162073365728 0.463337371199746 0.00264315638248355 0.42240596564843 -0.00150373690867599 0.173260189933502 -0.000839381163301809 0.14985247474954 -0.100210707471916 0.607131923221983 -0.0146298151562911 0.529140358140117 -0.00614732127109375 0.469297926396867 1.00299684753289 0.421895468731918 -0.0479827336094572 0.171883566749712 0.0347843677526521 0.146728264697168
10 4 -0.640078551091241 0.542251226544214 -0.00143508606709664 0.00697383196155808 0.0010991023025068 0.0157451061313084 0.00133933249643139 0.00881182840784417 -0.0160563844672239 0.0113882671742092 0.00286248873160544 0.0139736256138561 -0.0051946397119809 0.0213444160378415 0.894307647554977 0.00379000391963848 -0.0220540359273727 0.00545951649432133 0.194850585001881 0.00597915266009502
10 5 -0.630886542166037 0.526755493498941 -0.000190720315555575 0.00843535650100979 0.000837276782393466 0.0154747996462617 0.000113490389121165 0.0135874966605671 -0.000526556747244673 0.0627467946581554 -0.00602412262545099 0.0335036022169274 0.00748807940069957 0.0246199538752239 1.01020633668324 0.00816837106652203 -0.0242124755522017 0.014568263600803 0.0286876456902763 0.0112303615925061
10 6 -0.633606314208568 0.538143814511992 0.000547105103128502 0.0117233056356992 -0.00375358704768505 0.0108807671365159 -0.00292714793083621 0.0103144551281938 0.00837346312501697 0.0350393144679664 -0.00121594752027074 0.0374850230689371 0.00813820787615124 0.0157787272868256 0.0158414164399515 0.00719046016148956 -0.124820034267241 0.0093895463355071 -0.0390355728313578 0.00849149221359633
11 1 -0.431366510871248 0.4778994116884 -0.00118576233387977 0.188938778424141 0.00025731045791446 0.163643971323513 0.000730493451867055 0.0874366773189193 -0.0154888148376192 0.353203059337285 0.00172872601490466 0.385056466445391 -0.000866744037658898 0.276162633742064 1.00387868650689 0.188605446228955 -0.19346560968549 0.163204744944127 0.126943435885395 0.0851817630939525
11 2 -0.43527506672087 0.494681275282595 -0.00284389562994792 0.248733591016066 -0.00691183572202402 0.154939267115322 0.000498953284982639 0.146289572487407 -0.0561219669798322 0.435943108453139 0.0079672933754485 0.551618224875655 -0.00997038623119647 0.150038216650645 0.964142631467014 0.24736204490188 -0.331999987080787 0.153508298164424 0.139075093452595 0.140175341954499
11 3 -0.348717448293558 0.477173185821431 0.00289128510158628 0.3726058506217 -0.000352272065641984 0.184660193556413 -0.000912568411128397 0.124590885600047 -0.100446990796197 0.546764360671869 0.0216996339872962 0.387899265286602 -0.012750285821712 0.331951344997249 1.00461624573709 0.371918217607381 -0.182366045923743 0.182762423835002 0.123647892875662 0.122600310219417
11 4 -0.636081608692102 0.53609946156127 -0.000203106322528833 0.00700803232437759 0.00116368043320637 0.0151604261034037 -0.00149729427878184 0.00871414079405582 -0.0127099402137948 0.0120049611254391 -0.000536847548821639 0.0155997864355462 -0.00449620766233284 0.0250251254253328 0.952170755070755 0.00621784475620602 0.232666167256176 0.0079676791735453 0.178252988153007 0.00651524435695522
11 5 -0.648374467923916 0.536202658765753 2.88098197871011e-05 0.00304996405980735 -3.19608303038564e-05 0.00785382911638265 -0.000125196138218551 0.00547482155906652 -0.00169066016978009 0.018903861700075 -0.000996493683403989 0.00644310703591127 -0.00233420806735539 0.0115681015401641 1.0121626011137 0.00274735105455408 -0.154840838241356 0.0062382252228461 0.119351373834774 0.00502729279407008
11 6 -0.643553031373099 0.539562164233576 0.00062178799280784 0.00636447575712924 -0.000273612566814693 0.00648316922268289 -0.000158212653562802 0.00818524108180264 0.00876697735026623 0.018386263563087 0.0147996999648892 0.0154515785670656 0.0290720738328285 0.0216100130161106 0.240977608349781 0.00458190533119991 0.959611063596491 0.00595546763539767 0.104991969315652 0.0072933910625261
12 1 -0.355560155447154 0.465934707083466 -9.21391085156255e-05 0.284441839821761 0.000827275840871875 0.151588305727746 0.00170010802277187 0.10902075742299 -0.0792475920826562 0.396816118813245 0.0180192490122781 0.423503708202954 0.00603742439878125 0.316839166635546 1.0194030086875 0.284133132184705 -0.136903903354091 0.150803073294863 -0.0392852483374313 0.107861546930052
12 2 -0.42179157558609 0.4801841508273 -0.000949088958578726 0.232051059135554 -0.00483565996215445 0.154828097713999 0.000319738868057392 0.104328564691607 -0.0675002597771935 0.413887582465301 0.0149931818603155 0.367201157923315 0.00153555737222055 0.317108225852408 0.998389077854567 0.23147297891799 -0.245597535933083 0.152829978210679 -0.0742414764333113 0.102022886880095
12 3 -0.311490436338625 0.479102128871457 0.000813056907707201 0.340099960560642 -0.000496247653203125 0.191497324556069 -0.000412361126878397 0.106429063490695 -0.0875168323327412 0.557149576833188 0.0142697908064283 0.402921754829831 0.00142102502017663 0.322825607108299 1.0082774439538 0.339440824919615 -0.160917511084484 0.1903905469536 -0.0610726244907439 0.10498072567709
12 4 -0.636301750626951 0.52622870168125 -0.000529326617102328 0.00708203878363165 0.000707491991895772 0.013934018347827 0.000660816593788603 0.0138769536325068 -0.015203150503652 0.0239694751813836 -0.000387670351019608 0.0322512449421903 -0.00596902640454044 0.0256506032037045 0.990221519653799 0.00621194415171767 0.101709307871124 0.010270973420328 0.0821704590081703 0.0112271241540894
12 5 -0.627684013763497 0.530219182625889 -3.50191958077613e-05 0.00751246647910759 0.000124781675845799 0.0148635007756922 0.000918557874254355 0.0172897359936857 -0.0024011464640284 0.103012771972852 0.00195543134382915 0.0468174399690749 -0.00534470724824667 0.0262257226875677 1.01270223829406 0.00666198524884001 -0.200409026130891 0.013542023355331 -0.0434611176847259 0.0127172870899272
12 6 -0.63012919397725 0.528718342661708 -0.00359865031015964 0.0159356714558689 -0.000200488412744609 0.0104335847005149 4.87296726250001e-05 0.012317415408358 0.0134283674780807 0.0312273171752553 -0.00416021491336589 0.0373214419099696 0.0260504368187497 0.0263261054278771 0.0643671613819869 0.0109427980744745 0.820221124570312 0.00810931729195945 0.264815987544401 0.00997317905362646
13 1 -0.316988827925179 0.460854393995368 -0.000348818591836623 0.213586445936151 -0.000748957699904057 0.196798404046767 -0.00103192277945998 0.143208220699336 0.010575570404477 0.545030676272071 -0.00248676045489857 0.54551016143661 -0.0035018749915159 0.31044790489081 0.979529870202851 0.213289498281179 -0.265994305605948 0.195825848154457 -0.135587818823191 0.142251295407354
13 2 -0.411582073864772 0.481399962634359 -0.00399215926080114 0.230057649175149 -0.0055603983673125 0.190410067166888 -0.00576762120330881 0.143800419196161 -0.114086646859688 0.401341517000617 0.0352883336794815 0.458586756532074 0.013431180009233 0.383835416910699 0.931175603139205 0.229079832836813 -0.344458693495199 0.188464410320158 -0.215214449772642 0.141151808042143
